month_end_date,firm_crd_number,branch_id,branch_name,advisor_id,advisor_name,account_count,beginning_aum,ending_aum,net_new_assets,revenue,avg_fee_rate,aum_growth_rate,revenue_per_account
2026-04-30,100001,BR-00004,Cedar Ridge Capital Management - Chicago 2,ADV-000019,Casey Brooks 19,44,173739220.32,175272825.64000002,248112.00000000006,87455.63,0.008215909090909091,0.008827053080906923,1987.6279545454547
2026-04-30,100001,BR-00004,Cedar Ridge Capital Management - Chicago 2,ADV-000020,Riley Patel 20,51,76712952.66,77552160.68,536381.2,46500.62,0.011027450980392157,0.010939587004550201,911.7768627450981
2026-04-30,100001,BR-00004,Cedar Ridge Capital Management - Chicago 2,ADV-000021,Cameron Parker 21,41,147294153.18,148200629.69,-176824.0,84436.42,0.008763414634146342,0.0061541920736815385,2059.4248780487806
2026-04-30,100001,BR-00004,Cedar Ridge Capital Management - Chicago 2,ADV-000022,Morgan Brooks 22,39,155609624.51,157653122.9,123483.90999999996,89769.07,0.008158974358974358,0.013132210789883974,2301.771025641026
2026-04-30,100001,BR-00005,Cedar Ridge Capital Management - Chicago 3,ADV-000023,Riley Patel 23,28,44308946.32,45297235.61,-148998.03,25831.38,0.009328571428571427,0.02230450895542756,922.5492857142857
2026-04-30,100001,BR-00005,Cedar Ridge Capital Management - Chicago 3,ADV-000024,Riley Campbell 24,31,78572001.42,78694049.13000001,-528428.9600000001,38096.64,0.009416129032258065,0.001553323165940659,1228.923870967742
2026-04-30,100001,BR-00005,Cedar Ridge Capital Management - Chicago 3,ADV-000025,Casey Chen 25,25,127263062.12,126088651.91,351237.45,59887.69,0.007228,-0.009228209587575562,2395.5076
2026-04-30,100001,BR-00006,Cedar Ridge Capital Management - Naperville 4,ADV-000026,Avery Lee 26,19,56657385.85,57214889.97,326436.23,31840.63,0.008552631578947369,0.009839919573345393,1675.8226315789475
2026-04-30,100001,BR-00006,Cedar Ridge Capital Management - Naperville 4,ADV-000027,Taylor Campbell 27,42,228500766.6,228784914.57,-897647.91,90461.03,0.00815,0.0012435318017878319,2153.8340476190474
2026-04-30,100001,BR-00006,Cedar Ridge Capital Management - Naperville 4,ADV-000028,Riley Chen 28,41,187478879.73,188788907.13,884868.51,80968.2,0.0076585365853658535,0.006987599893314159,1974.8341463414633
2026-04-30,100001,BR-00006,Cedar Ridge Capital Management - Naperville 4,ADV-000029,Cameron Brooks 29,48,118792794.85000001,121266308.31,-25823.93000000005,55427.06,0.010747916666666668,0.020822083217448547,1154.7304166666665
2026-04-30,100001,BR-00007,Cedar Ridge Capital Management - Chicago 5,ADV-000030,Jordan Chen 30,22,111416345.35,114108927.43,366129.2,50242.04,0.008136363636363636,0.024166849770037024,2283.729090909091
2026-04-30,100001,BR-00007,Cedar Ridge Capital Management - Chicago 5,ADV-000031,Cameron Patel 31,56,139759298.65,142210384.42,179972.24,80695.53,0.00995,0.017537908344390372,1440.9916071428572
2026-04-30,100001,BR-00007,Cedar Ridge Capital Management - Chicago 5,ADV-000032,Morgan Lee 32,59,773320713.89,783973328.1999999,4820403.89,307701.85,0.007011864406779662,0.013775157083811426,5215.285593220338
2026-04-30,100001,BR-00007,Cedar Ridge Capital Management - Chicago 5,ADV-000033,Casey Campbell 33,45,202821801.78,203586290.68,-607665.1,111640.47,0.007615555555555556,0.00376926392178117,2480.8993333333333
2026-04-30,100001,BR-00007,Cedar Ridge Capital Management - Chicago 5,ADV-000034,Cameron Rivera 34,38,117946869.07,118834561.12,464089.24000000005,66527.13,0.009221052631578948,0.007526202747045178,1750.7139473684213
2026-04-30,100001,BR-00007,Cedar Ridge Capital Management - Chicago 5,ADV-000035,Jordan Brooks 35,42,112011242.25,112099582.03,1554615.96,57229.44,0.009557142857142856,0.0007886688713159164,1362.6057142857144
2026-04-30,100001,BR-00007,Cedar Ridge Capital Management - Chicago 5,ADV-000036,Cameron Morgan 36,54,102175172.8,103217435.99,-99786.27999999996,58258.67,0.009827777777777777,0.01020074800401999,1078.8642592592591
2026-04-30,100001,BR-00007,Cedar Ridge Capital Management - Chicago 5,ADV-000037,Casey Campbell 37,15,43832690.089999996,44576961.18,-133131.35,21806.100000000002,0.008159999999999999,0.016979817767785187,1453.7400000000002
2026-05-31,100000,BR-00001,Northstar Wealth Advisors - White Plains 1,ADV-000001,Morgan Parker 1,45,152361307.5,153344983.04000002,-170432.8,50073.35,0.01037111111111111,0.006456203061922539,1112.741111111111
2026-05-31,100000,BR-00001,Northstar Wealth Advisors - White Plains 1,ADV-000002,Casey Campbell 2,50,179343940.5,178626565.0,271362.74,95167.74,0.007888000000000001,-0.003999998539119865,1903.3548
2026-05-31,100000,BR-00001,Northstar Wealth Advisors - White Plains 1,ADV-000003,Taylor Patel 3,32,61075385.379999995,63027651.25,200904.66999999998,30066.07,0.009734375,0.03196485552818635,939.5646875
2026-05-31,100000,BR-00001,Northstar Wealth Advisors - White Plains 1,ADV-000004,Cameron Lee 4,56,77688365.49,78657453.6,124086.14000000001,39232.5,0.010667857142857144,0.012474044265028846,700.5803571428571
2026-05-31,100000,BR-00001,Northstar Wealth Advisors - White Plains 1,ADV-000005,Morgan Parker 5,24,57599437.46,58566716.400000006,-240161.89,34680.31,0.008845833333333332,0.016793201160544894,1445.0129166666666
2026-05-31,100000,BR-00001,Northstar Wealth Advisors - White Plains 1,ADV-000006,Avery Patel 6,21,47310986.15,48336128.01,277726.71,26764.98,0.009157142857142857,0.02166815666766649,1274.5228571428572
2026-05-31,100000,BR-00002,Northstar Wealth Advisors - Colorado Springs 2,ADV-000007,Casey Chen 7,35,479171337.93,483331576.15999997,1750224.53,172127.41,0.005685714285714286,0.008682151666191082,4917.926
2026-05-31,100000,BR-00002,Northstar Wealth Advisors - Colorado Springs 2,ADV-000008,Casey Parker 8,21,85622506.08,86843812.07,-133487.16999999998,54280.59,0.008276190476190477,0.014263843070172312,2584.79
2026-05-31,100000,BR-00002,Northstar Wealth Advisors - Colorado Springs 2,ADV-000009,Taylor Brooks 9,58,129639607.03,130807336.27,4420.3799999999965,70463.67,0.00956896551724138,0.00900750370008272,1214.8908620689656
2026-05-31,100000,BR-00002,Northstar Wealth Advisors - Colorado Springs 2,ADV-000010,Riley Patel 10,51,169558266.63,170327650.47,-602212.6699999999,81839.14,0.009368627450980393,0.004537577879814656,1604.6890196078432
2026-05-31,100000,BR-00002,Northstar Wealth Advisors - Colorado Springs 2,ADV-000011,Taylor Brooks 11,43,135108299.28,135403384.1,514147.46,70268.1,0.009513953488372093,0.002184061390547561,1634.1418604651165
2026-05-31,100000,BR-00002,Northstar Wealth Advisors - Colorado Springs 2,ADV-000012,Taylor Patel 12,39,125830700.24,126431552.61,390645.31,60449.29,0.01021025641025641,0.004775085641691449,1549.9817948717948
2026-05-31,100001,BR-00003,Cedar Ridge Capital Management - Naperville 1,ADV-000013,Riley Rivera 13,35,58448851.81,58011637.1,36636.11,24507.070000000003,0.010705714285714285,-0.007480295958956681,700.2020000000001
2026-05-31,100001,BR-00003,Cedar Ridge Capital Management - Naperville 1,ADV-000014,Avery Lee 14,44,120404483.17,122535190.74000001,-133641.56000000003,56047.22,0.010170454545454545,0.017696247796617718,1273.8004545454546
2026-05-31,100001,BR-00003,Cedar Ridge Capital Management - Naperville 1,ADV-000015,Jordan Patel 15,34,92057900.97,91847440.91,169933.97,55634.23,0.009291176470588235,-0.002286170527270522,1636.3008823529412
2026-05-31,100001,BR-00003,Cedar Ridge Capital Management - Naperville 1,ADV-000016,Alex Parker 16,55,174206975.76,174706436.81,-71648.88000000003,78279.12,0.009083636363636363,0.002867055396725934,1423.2567272727272
2026-05-31,100001,BR-00003,Cedar Ridge Capital Management - Naperville 1,ADV-000017,Riley Brooks 17,44,182058015.41,183822359.72,539637.72,98131.19,0.007888636363636363,0.009691110309132214,2230.2543181818182
2026-05-31,100001,BR-00003,Cedar Ridge Capital Management - Naperville 1,ADV-000018,Taylor Lee 18,21,19444681.9,19959959.2,-40315.18000000001,12834.52,0.010985714285714284,0.026499651814823506,611.167619047619
2026-05-31,100001,BR-00004,Cedar Ridge Capital Management - Chicago 2,ADV-000019,Casey Brooks 19,44,175272825.64000002,175712587.8,333283.14999999997,87829.75,0.008215909090909091,0.0025090150649093876,1996.1306818181818
2026-05-31,100001,BR-00004,Cedar Ridge Capital Management - Chicago 2,ADV-000020,Riley Patel 20,51,77552160.68,77497584.48,10499.010000000018,46747.21,0.011027450980392157,-0.0007037353894651407,916.6119607843137
2026-05-31,100001,BR-00004,Cedar Ridge Capital Management - Chicago 2,ADV-000021,Cameron Parker 21,41,148200629.69,150608006.72,222196.84,85361.66,0.008763414634146342,0.016244040494535372,2081.991707317073
2026-05-31,100001,BR-00004,Cedar Ridge Capital Management - Chicago 2,ADV-000022,Morgan Brooks 22,39,157653122.9,159082727.09,731792.27,90735.88,0.008158974358974358,0.009068035974820499,2326.561025641026
2026-05-31,100001,BR-00005,Cedar Ridge Capital Management - Chicago 3,ADV-000023,Riley Patel 23,28,45297235.61,45157270.88,-196804.16999999998,26117.42,0.009328571428571427,-0.0030899176984013907,932.765
2026-05-31,100001,BR-00005,Cedar Ridge Capital Management - Chicago 3,ADV-000024,Riley Campbell 24,31,78694049.13000001,79316552.9,426399.73,38297.01,0.009416129032258065,0.007910430037367118,1235.3874193548388
2026-05-31,100001,BR-00005,Cedar Ridge Capital Management - Chicago 3,ADV-000025,Casey Chen 25,25,126088651.91,127700407.51,490341.98000000004,60263.81,0.007228,0.012782717362625573,2410.5524
2026-05-31,100001,BR-00006,Cedar Ridge Capital Management - Naperville 4,ADV-000026,Avery Lee 26,19,57214889.97,57886509.86,411155.97,32213.56,0.008552631578947369,0.011738550757541561,1695.4505263157896
2026-05-31,100001,BR-00006,Cedar Ridge Capital Management - Naperville 4,ADV-000027,Taylor Campbell 27,42,228784914.57,229768980.04,656735.71,90779.36,0.00815,0.004301269040616356,2161.4133333333334
2026-05-31,100001,BR-00006,Cedar Ridge Capital Management - Naperville 4,ADV-000028,Riley Chen 28,41,188788907.13,190123615.64,781300.98,81844.76,0.0076585365853658535,0.007069846053406679,1996.2136585365852
2026-05-31,100001,BR-00006,Cedar Ridge Capital Management - Naperville 4,ADV-000029,Cameron Brooks 29,48,121266308.31,125025960.37,938987.2000000001,56672.590000000004,0.010747916666666668,0.031003269683026788,1180.6789583333334
2026-05-31,100001,BR-00007,Cedar Ridge Capital Management - Chicago 5,ADV-000030,Jordan Chen 30,22,114108927.43,115182965.25,-139338.09000000008,51043.479999999996,0.008136363636363636,0.009412390811042021,2320.1581818181817
2026-05-31,100001,BR-00007,Cedar Ridge Capital Management - Chicago 5,ADV-000031,Cameron Patel 31,56,142210384.42,144092229.82,500414.17000000004,81942.34,0.00995,0.013232826897100699,1463.2560714285714
2026-05-31,100001,BR-00007,Cedar Ridge Capital Management - Chicago 5,ADV-000032,Morgan Lee 32,59,783973328.1999999,788307864.46,-1124432.0200000003,309764.61,0.007011864406779662,0.005528933324749951,5250.247627118644
2026-05-31,100001,BR-00007,Cedar Ridge Capital Management - Chicago 5,ADV-000033,Casey Campbell 33,45,203586290.68,206026540.71,445976.3300000001,112321.15,0.007615555555555556,0.011986318046511407,2496.0255555555555
2026-05-31,100001,BR-00007,Cedar Ridge Capital Management - Chicago 5,ADV-000034,Cameron Rivera 34,38,118834561.12,122279673.79,395391.25,67579.77,0.009221052631578948,0.02899083092940531,1778.4150000000002
2026-05-31,100001,BR-00007,Cedar Ridge Capital Management - Chicago 5,ADV-000035,Jordan Brooks 35,42,112099582.03,114691164.08,1246060.1300000001,57975.090000000004,0.009557142857142856,0.023118570141558957,1380.3592857142858
2026-05-31,100001,BR-00007,Cedar Ridge Capital Management - Chicago 5,ADV-000036,Cameron Morgan 36,54,103217435.99,104010240.3,-22180.000000000015,58849.91,0.009827777777777777,0.0076809145896320425,1089.8131481481482
2026-05-31,100001,BR-00007,Cedar Ridge Capital Management - Chicago 5,ADV-000037,Casey Campbell 37,15,44576961.18,44999942.21,305001.98,22085.78,0.008159999999999999,0.00948878117312709,1472.3853333333332
2026-06-30,100000,BR-00001,Northstar Wealth Advisors - White Plains 1,ADV-000001,Morgan Parker 1,45,153344983.04000002,156077028.4,-717425.5700000001,50419.73,0.01037111111111111,0.017816333510482903,1120.4384444444445
2026-06-30,100000,BR-00001,Northstar Wealth Advisors - White Plains 1,ADV-000002,Casey Campbell 2,50,178626565.0,179252854.18,140496.85000000006,94949.79000000001,0.007888000000000001,0.003506136839165032,1898.9958000000001
2026-06-30,100000,BR-00001,Northstar Wealth Advisors - White Plains 1,ADV-000003,Taylor Patel 3,32,63027651.25,64759992.47,533781.5900000001,30802.81,0.009734375,0.027485416093464197,962.5878125
2026-06-30,100000,BR-00001,Northstar Wealth Advisors - White Plains 1,ADV-000004,Cameron Lee 4,56,78657453.6,80876361.92999999,305686.58999999997,39774.62,0.010667857142857144,0.02820976561590596,710.2610714285714
2026-06-30,100000,BR-00001,Northstar Wealth Advisors - White Plains 1,ADV-000005,Morgan Parker 5,24,58566716.400000006,58901923.69,-94418.92999999998,35066.3,0.008845833333333332,0.0057235117589756425,1461.0958333333335
2026-06-30,100000,BR-00001,Northstar Wealth Advisors - White Plains 1,ADV-000006,Avery Patel 6,21,48336128.01,48617001.980000004,118434.98,27073.5,0.009157142857142857,0.0058108495976735616,1289.2142857142858
2026-06-30,100000,BR-00002,Northstar Wealth Advisors - Colorado Springs 2,ADV-000007,Casey Chen 7,35,483331576.15999997,489904222.59000003,1595105.8399999999,173768.64,0.005685714285714286,0.013598628258924855,4964.8182857142865
2026-06-30,100000,BR-00002,Northstar Wealth Advisors - Colorado Springs 2,ADV-000008,Casey Parker 8,21,86843812.07,87463631.32,20176.719999999972,54872.92,0.008276190476190477,0.007137172300778298,2612.9961904761903
2026-06-30,100000,BR-00002,Northstar Wealth Advisors - Colorado Springs 2,ADV-000009,Taylor Brooks 9,58,130807336.27,133473928.91,1048576.0,71426.23,0.00956896551724138,0.02038565049972331,1231.4867241379309
2026-06-30,100000,BR-00002,Northstar Wealth Advisors - Colorado Springs 2,ADV-000010,Riley Patel 10,51,170327650.47,173454467.93,1798570.86,82723.0,0.009368627450980393,0.018357662137485648,1622.0196078431372
2026-06-30,100000,BR-00002,Northstar Wealth Advisors - Colorado Springs 2,ADV-000011,Taylor Brooks 11,43,135403384.1,134781869.16,-32752.14999999998,70356.81,0.009513953488372093,-0.004590099015110196,1636.2048837209302
2026-06-30,100000,BR-00002,Northstar Wealth Advisors - Colorado Springs 2,ADV-000012,Taylor Patel 12,39,126431552.61,125964545.98,-1409857.53,60418.14,0.01021025641025641,-0.003693750652897208,1549.183076923077
2026-06-30,100001,BR-00003,Cedar Ridge Capital Management - Naperville 1,ADV-000013,Riley Rivera 13,35,58011637.1,58356130.05,656586.9,24562.640000000003,0.010705714285714285,0.00593834215376755,701.7897142857144
2026-06-30,100001,BR-00003,Cedar Ridge Capital Management - Naperville 1,ADV-000014,Avery Lee 14,44,122535190.74000001,123820895.87,-197780.11,56617.89,0.010170454545454545,0.010492537876144127,1286.7702272727272
2026-06-30,100001,BR-00003,Cedar Ridge Capital Management - Naperville 1,ADV-000015,Jordan Patel 15,34,91847440.91,92501698.63,130569.30999999998,55761.95,0.009291176470588235,0.007123309190956084,1640.0573529411763
2026-06-30,100001,BR-00003,Cedar Ridge Capital Management - Naperville 1,ADV-000016,Alex Parker 16,55,174706436.81,176616785.16,1302013.1700000002,78721.39,0.009083636363636363,0.010934619152456138,1431.298
2026-06-30,100001,BR-00003,Cedar Ridge Capital Management - Naperville 1,ADV-000017,Riley Brooks 17,44,183822359.72,184798711.57999998,-417494.5,99223.67,0.007888636363636363,0.005311387915415584,2255.083409090909
2026-06-30,100001,BR-00003,Cedar Ridge Capital Management - Naperville 1,ADV-000018,Taylor Lee 18,21,19959959.2,20300289.21,-23343.129999999997,13067.19,0.010985714285714284,0.01705063655641148,622.2471428571429
2026-06-30,100001,BR-00004,Cedar Ridge Capital Management - Chicago 2,ADV-000019,Casey Brooks 19,44,175712587.8,177267428.14,637732.47,88086.23,0.008215909090909091,0.00884877036680905,2001.9597727272726
2026-06-30,100001,BR-00004,Cedar Ridge Capital Management - Chicago 2,ADV-000020,Riley Patel 20,51,77497584.48,78346336.05,-326890.3,47042.77,0.011027450980392157,0.010951974512431833,922.4072549019608
2026-06-30,100001,BR-00004,Cedar Ridge Capital Management - Chicago 2,ADV-000021,Cameron Parker 21,41,150608006.72,150548465.97,-172765.66999999995,86115.64,0.008763414634146342,-0.00039533588749165273,2100.3814634146343
2026-06-30,100001,BR-00004,Cedar Ridge Capital Management - Chicago 2,ADV-000022,Morgan Brooks 22,39,159082727.09,161834455.72,207131.37000000002,91848.21,0.008158974358974358,0.017297469564016354,2355.082307692308
2026-06-30,100001,BR-00005,Cedar Ridge Capital Management - Chicago 3,ADV-000023,Riley Patel 23,28,45157270.88,46555790.73,205974.71,26525.420000000002,0.009328571428571427,0.030969981638535947,947.3364285714287
2026-06-30,100001,BR-00005,Cedar Ridge Capital Management - Chicago 3,ADV-000024,Riley Campbell 24,31,79316552.9,79949117.18,93270.78,38755.08,0.009416129032258065,0.00797518622370692,1250.163870967742
2026-06-30,100001,BR-00005,Cedar Ridge Capital Management - Chicago 3,ADV-000025,Casey Chen 25,25,127700407.51,129027700.66,-273367.4,61049.07,0.007228,0.010393805124670826,2441.9628
2026-06-30,100001,BR-00006,Cedar Ridge Capital Management - Naperville 4,ADV-000026,Avery Lee 26,19,57886509.86,58165294.449999996,-113879.37999999998,32503.8,0.008552631578947369,0.004816054563908651,1710.7263157894736
2026-06-30,100001,BR-00006,Cedar Ridge Capital Management - Naperville 4,ADV-000027,Taylor Campbell 27,42,229768980.04,231434782.7,1007482.4500000001,91219.0,0.00815,0.0072499023136630555,2171.8809523809523
2026-06-30,100001,BR-00006,Cedar Ridge Capital Management - Naperville 4,ADV-000028,Riley Chen 28,41,190123615.64,193372207.33,1332673.79,82937.97,0.0076585365853658535,0.017086734223229018,2022.8773170731708
2026-06-30,100001,BR-00006,Cedar Ridge Capital Management - Naperville 4,ADV-000029,Cameron Brooks 29,48,125025960.37,128656516.7,1236315.5999999999,58108.42,0.010747916666666668,0.029038419855010773,1210.5920833333332
2026-06-30,100001,BR-00007,Cedar Ridge Capital Management - Chicago 5,ADV-000030,Jordan Chen 30,22,115182965.25,116407327.53999999,229797.30000000005,51375.85,0.008136363636363636,0.010629716706307765,2335.265909090909
2026-06-30,100001,BR-00007,Cedar Ridge Capital Management - Chicago 5,ADV-000031,Cameron Patel 31,56,144092229.82,145045711.48999998,144718.3,83010.85,0.00995,0.006617162293838302,1482.3366071428572
2026-06-30,100001,BR-00007,Cedar Ridge Capital Management - Chicago 5,ADV-000032,Morgan Lee 32,59,788307864.46,794440145.34,571533.2400000001,310543.47000000003,0.007011864406779662,0.00777904313335841,5263.448644067797
2026-06-30,100001,BR-00007,Cedar Ridge Capital Management - Chicago 5,ADV-000033,Casey Campbell 33,45,206026540.71,209612558.92000002,-150587.32,113777.14,0.007615555555555556,0.01740561287706925,2528.380888888889
2026-06-30,100001,BR-00007,Cedar Ridge Capital Management - Chicago 5,ADV-000034,Cameron Rivera 34,38,122279673.79,124618899.61,176425.44000000003,68942.53,0.009221052631578948,0.01913012807032279,1814.2771052631579
2026-06-30,100001,BR-00007,Cedar Ridge Capital Management - Chicago 5,ADV-000035,Jordan Brooks 35,42,114691164.08,115693113.94,398125.86,59008.25,0.009557142857142856,0.008736068449886112,1404.9583333333333
2026-06-30,100001,BR-00007,Cedar Ridge Capital Management - Chicago 5,ADV-000036,Cameron Morgan 36,54,104010240.3,104333932.95,70351.01999999999,59207.75,0.009827777777777777,0.0031121228935378775,1096.4398148148148
2026-06-30,100001,BR-00007,Cedar Ridge Capital Management - Chicago 5,ADV-000037,Casey Campbell 37,15,44999942.21,45012410.77,-127574.32,22252.190000000002,0.008159999999999999,0.00027707946694277287,1483.4793333333334
2026-07-31,100000,BR-00001,Northstar Wealth Advisors - White Plains 1,ADV-000001,Morgan Parker 1,45,156077028.4,155434599.07999998,1072363.77,50715.68,0.01037111111111111,-0.004116104250483171,1127.015111111111
2026-07-31,100000,BR-00001,Northstar Wealth Advisors - White Plains 1,ADV-000002,Casey Campbell 2,50,179252854.18,180953965.42,172414.14,95660.79,0.007888000000000001,0.009490009226250746,1913.2158
2026-07-31,100000,BR-00001,Northstar Wealth Advisors - White Plains 1,ADV-000003,Taylor Patel 3,32,64759992.47,64902041.28,32555.19999999999,31231.39,0.009734375,0.002193465511377358,975.9809375
2026-07-31,100000,BR-00001,Northstar Wealth Advisors - White Plains 1,ADV-000004,Cameron Lee 4,56,80876361.92999999,82021527.81,615159.7300000001,40453.0,0.010667857142857144,0.014159463317491613,722.375
2026-07-31,100000,BR-00001,Northstar Wealth Advisors - White Plains 1,ADV-000005,Morgan Parker 5,24,58901923.69,57808748.68,146026.38999999998,34987.37,0.008845833333333332,-0.01855924121856126,1457.8070833333334
2026-07-31,100000,BR-00001,Northstar Wealth Advisors - White Plains 1,ADV-000006,Avery Patel 6,21,48617001.980000004,47636517.05,56003.170000000006,26946.45,0.009157142857142857,-0.020167531728989743,1283.1642857142858
2026-07-31,100000,BR-00002,Northstar Wealth Advisors - Colorado Springs 2,ADV-000007,Casey Chen 7,35,489904222.59000003,491946315.7,-244719.27999999997,175265.26,0.005685714285714286,0.004168351722309972,5007.5788571428575
2026-07-31,100000,BR-00002,Northstar Wealth Advisors - Colorado Springs 2,ADV-000008,Casey Parker 8,21,87463631.32,88227662.82,144763.02,55239.19,0.008276190476190477,0.008735419379109311,2630.437619047619
2026-07-31,100000,BR-00002,Northstar Wealth Advisors - Colorado Springs 2,ADV-000009,Taylor Brooks 9,58,133473928.91,132679796.43,576360.85,72171.6,0.00956896551724138,-0.005949719817833969,1244.3379310344828
2026-07-31,100000,BR-00002,Northstar Wealth Advisors - Colorado Springs 2,ADV-000010,Riley Patel 10,51,173454467.93,174414799.68,-917416.4400000001,83381.45,0.009368627450980393,0.005536506274301077,1634.9303921568626
2026-07-31,100000,BR-00002,Northstar Wealth Advisors - Colorado Springs 2,ADV-000011,Taylor Brooks 11,43,134781869.16,132967275.36,-146050.11000000002,70100.01,0.009513953488372093,-0.01346318916119116,1630.2327906976743
2026-07-31,100000,BR-00002,Northstar Wealth Advisors - Colorado Springs 2,ADV-000012,Taylor Patel 12,39,125964545.98,123900719.93,-283216.43000000005,60096.28,0.01021025641025641,-0.01638418202473957,1540.9302564102563
2026-07-31,100001,BR-00003,Cedar Ridge Capital Management - Naperville 1,ADV-000013,Riley Rivera 13,35,58356130.05,58803227.94,-48042.95,24766.620000000003,0.010705714285714285,0.007661541120306017,707.6177142857143
2026-07-31,100001,BR-00003,Cedar Ridge Capital Management - Naperville 1,ADV-000014,Avery Lee 14,44,123820895.87,124285575.03,724258.04,57052.78,0.010170454545454545,0.0037528331283264555,1296.6540909090909
2026-07-31,100001,BR-00003,Cedar Ridge Capital Management - Naperville 1,ADV-000015,Jordan Patel 15,34,92501698.63,93972109.91,49490.73999999999,56308.229999999996,0.009291176470588235,0.015896046254042732,1656.1244117647057
2026-07-31,100001,BR-00003,Cedar Ridge Capital Management - Naperville 1,ADV-000016,Alex Parker 16,55,176616785.16,180891508.06,1264664.1400000001,79850.63,0.009083636363636363,0.024203378496146136,1451.8296363636364
2026-07-31,100001,BR-00003,Cedar Ridge Capital Management - Naperville 1,ADV-000017,Riley Brooks 17,44,184798711.57999998,186759834.56,260021.2,100405.73,0.007888636363636363,0.010612211325678222,2281.948409090909
2026-07-31,100001,BR-00003,Cedar Ridge Capital Management - Naperville 1,ADV-000018,Taylor Lee 18,21,20300289.21,20246750.85,-146338.59,13145.900000000001,0.010985714285714284,-0.002637320062101687,625.9952380952382
2026-07-31,100001,BR-00004,Cedar Ridge Capital Management - Chicago 2,ADV-000019,Casey Brooks 19,44,177267428.14,178742946.93,437903.74,88744.24,0.008215909090909091,0.008323688144415935,2016.9145454545455
2026-07-31,100001,BR-00004,Cedar Ridge Capital Management - Chicago 2,ADV-000020,Riley Patel 20,51,78346336.05,78646465.12,-229603.24999999994,47363.77,0.011027450980392157,0.0038307990536847543,928.7013725490195
2026-07-31,100001,BR-00004,Cedar Ridge Capital Management - Chicago 2,ADV-000021,Cameron Parker 21,41,150548465.97,153678036.23,1584634.56,87154.8,0.008763414634146342,0.02078779242176818,2125.726829268293
2026-07-31,100001,BR-00004,Cedar Ridge Capital Management - Chicago 2,ADV-000022,Morgan Brooks 22,39,161834455.72,162199968.97,516266.71,92724.99,0.008158974358974358,0.002258562605681435,2377.5638461538465
2026-07-31,100001,BR-00005,Cedar Ridge Capital Management - Chicago 3,ADV-000023,Riley Patel 23,28,46555790.73,47027439.089999996,218896.79,27010.07,0.009328571428571427,0.010130820518876394,964.6453571428572
2026-07-31,100001,BR-00005,Cedar Ridge Capital Management - Chicago 3,ADV-000024,Riley Campbell 24,31,79949117.18,81367317.12,1074803.69,39183.96,0.009416129032258065,0.01773878174047897,1263.9987096774194
2026-07-31,100001,BR-00005,Cedar Ridge Capital Management - Chicago 3,ADV-000025,Casey Chen 25,25,129027700.66,131406455.95,955892.3,61919.67,0.007228,0.018436004655064328,2476.7868
2026-07-31,100001,BR-00006,Cedar Ridge Capital Management - Naperville 4,ADV-000026,Avery Lee 26,19,58165294.449999996,58965344.379999995,406487.62,32820.88,0.008552631578947369,0.013754764547572917,1727.4147368421052
2026-07-31,100001,BR-00006,Cedar Ridge Capital Management - Naperville 4,ADV-000027,Taylor Campbell 27,42,231434782.7,234906332.59,1067307.05,92223.36,0.00815,0.015000121630377627,2195.7942857142857
2026-07-31,100001,BR-00006,Cedar Ridge Capital Management - Naperville 4,ADV-000028,Riley Chen 28,41,193372207.33,194884394.89,714398.8,84254.5,0.0076585365853658535,0.007820087389390678,2054.987804878049
2026-07-31,100001,BR-00006,Cedar Ridge Capital Management - Naperville 4,ADV-000029,Cameron Brooks 29,48,128656516.7,129037713.3,1314433.78,58959.78,0.010747916666666668,0.0029629016063668543,1228.32875
2026-07-31,100001,BR-00007,Cedar Ridge Capital Management - Chicago 5,ADV-000030,Jordan Chen 30,22,116407327.53999999,118365456.91,43014.930000000015,51965.51,0.008136363636363636,0.016821358340411607,2362.0686363636364
2026-07-31,100001,BR-00007,Cedar Ridge Capital Management - Chicago 5,ADV-000031,Cameron Patel 31,56,145045711.48999998,144966513.66,1377590.6400000001,83504.41,0.00995,-0.0005460197973894838,1491.1501785714286
2026-07-31,100001,BR-00007,Cedar Ridge Capital Management - Chicago 5,ADV-000032,Morgan Lee 32,59,794440145.34,802603965.17,179381.64,312841.39,0.007011864406779662,0.01027619245815683,5302.396440677966
2026-07-31,100001,BR-00007,Cedar Ridge Capital Management - Chicago 5,ADV-000033,Casey Campbell 33,45,209612558.92000002,213676814.1,1191570.49,115843.92,0.007615555555555556,0.019389368656823308,2574.309333333333
2026-07-31,100001,BR-00007,Cedar Ridge Capital Management - Chicago 5,ADV-000034,Cameron Rivera 34,38,124618899.61,123284380.42,-284442.18,69239.7,0.009221052631578948,-0.010708802550627798,1822.0973684210526
2026-07-31,100001,BR-00007,Cedar Ridge Capital Management - Chicago 5,ADV-000035,Jordan Brooks 35,42,115693113.94,117432511.94,146576.21000000008,59625.16,0.009557142857142856,0.015034585385108358,1419.6466666666668
2026-07-31,100001,BR-00007,Cedar Ridge Capital Management - Chicago 5,ADV-000036,Cameron Morgan 36,54,104333932.95,105599612.98,637229.06,59521.24,0.009827777777777777,0.012131048779753694,1102.2451851851852
2026-07-31,100001,BR-00007,Cedar Ridge Capital Management - Chicago 5,ADV-000037,Casey Campbell 37,15,45012410.77,44795383.65,-101778.18,22247.94,0.008159999999999999,-0.004821495145171154,1483.196
